As on Wed| Dec 06 2017| 23:15 GMT
base_currency_complete_name,base_currency,other_currency,other_per_base
Barbados Dollars (BBD),BBD,DOP,24.0236
Barbados Dollars (BBD),BBD,XCD,1.35
Barbados Dollars (BBD),BBD,EGP,8.8938
Barbados Dollars (BBD),BBD,EEK,0.5
Barbados Dollars (BBD),BBD,FJD,1.0426
Barbados Dollars (BBD),BBD,HKD,3.9065
Barbados Dollars (BBD),BBD,HUF,133.1236
Barbados Dollars (BBD),BBD,ISK,52.2654
Barbados Dollars (BBD),BBD,XDR,0.3537
Barbados Dollars (BBD),BBD,INR,32.2653
Barbados Dollars (BBD),BBD,IDR,6770.5735
Barbados Dollars (BBD),BBD,IRR,17651.4782
Barbados Dollars (BBD),BBD,IQD,597.8586
Barbados Dollars (BBD),BBD,ILS,1.7581
Barbados Dollars (BBD),BBD,JMD,62.6519
Barbados Dollars (BBD),BBD,JOD,0.3545
Barbados Dollars (BBD),BBD,KES,51.4497
Barbados Dollars (BBD),BBD,KWD,0.1509
Barbados Dollars (BBD),BBD,LBP,753.75
Barbados Dollars (BBD),BBD,MYR,2.0378
Barbados Dollars (BBD),BBD,MUR,16.8722
Barbados Dollars (BBD),BBD,MXN,9.4362
Barbados Dollars (BBD),BBD,MAD,4.7232
Barbados Dollars (BBD),BBD,NZD,0.7269
Barbados Dollars (BBD),BBD,NOK,4.1339
Barbados Dollars (BBD),BBD,OMR,0.1923
Barbados Dollars (BBD),BBD,PEN,1.6177
Barbados Dollars (BBD),BBD,PHP,25.3634
Barbados Dollars (BBD),BBD,PLN,1.7847
Barbados Dollars (BBD),BBD,QAR,1.82
Barbados Dollars (BBD),BBD,RON,1.9614
Barbados Dollars (BBD),BBD,RUB,29.5973
Barbados Dollars (BBD),BBD,SAR,1.875
Barbados Dollars (BBD),BBD,SGD,0.6745
Barbados Dollars (BBD),BBD,SKK,0.5
Barbados Dollars (BBD),BBD,ZAR,6.7612
Barbados Dollars (BBD),BBD,KRW,546.7063
Barbados Dollars (BBD),BBD,LKR,76.6951
Barbados Dollars (BBD),BBD,SDG,3.3493
Barbados Dollars (BBD),BBD,SEK,4.2137
Barbados Dollars (BBD),BBD,CHF,0.4948
Barbados Dollars (BBD),BBD,TWD,15.0055
Barbados Dollars (BBD),BBD,THB,16.3109
Barbados Dollars (BBD),BBD,TTD,3.3685
Barbados Dollars (BBD),BBD,TND,1.2428
Barbados Dollars (BBD),BBD,TRY,1.9259
Barbados Dollars (BBD),BBD,VEF,4.9938
Barbados Dollars (BBD),BBD,VND,11368.1153
Barbados Dollars (BBD),BBD,ZMK,0.5
Bermuda Dollars (BMD),BMD,AUD,1.3223                        
Bermuda Dollars (BMD),BMD,CAD,1.2791                        
Bermuda Dollars (BMD),BMD,EUR,0.8472                        
Bermuda Dollars (BMD),BMD,JPY,112.2475                        
Bermuda Dollars (BMD),BMD,PKR,105.414                        
Bermuda Dollars (BMD),BMD,AED,3.6725                        
Bermuda Dollars (BMD),BMD,GBP,0.7472                        
Bermuda Dollars (BMD),BMD,USD,1                        
Bermuda Dollars (BMD),BMD,AFN,68.9256
Bermuda Dollars (BMD),BMD,ALL,113.4008
Bermuda Dollars (BMD),BMD,DZD,115.3101
Bermuda Dollars (BMD),BMD,ARS,17.2467
Bermuda Dollars (BMD),BMD,BSD,1
Bermuda Dollars (BMD),BMD,BHD,0.376
Bermuda Dollars (BMD),BMD,BDT,82.9594
Bermuda Dollars (BMD),BMD,BBD,2
Bermuda Dollars (BMD),BMD,BMD,1
Bermuda Dollars (BMD),BMD,BRL,3.2357
Bermuda Dollars (BMD),BMD,BGN,1.6569
Bermuda Dollars (BMD),BMD,XOF,555.6975
Bermuda Dollars (BMD),BMD,XAF,555.6975
Bermuda Dollars (BMD),BMD,CLP,653.8071
Bermuda Dollars (BMD),BMD,CNY,6.6148
Bermuda Dollars (BMD),BMD,COP,3008.8609
Bermuda Dollars (BMD),BMD,XPF,101.0925
Bermuda Dollars (BMD),BMD,CRC,565.9092
Bermuda Dollars (BMD),BMD,HRK,6.3936
Bermuda Dollars (BMD),BMD,CZK,21.7051
Bermuda Dollars (BMD),BMD,DKK,6.3042
Bermuda Dollars (BMD),BMD,DOP,48.0471
Bermuda Dollars (BMD),BMD,XCD,2.7
Bermuda Dollars (BMD),BMD,EGP,17.7875
Bermuda Dollars (BMD),BMD,EEK,1
Bermuda Dollars (BMD),BMD,FJD,2.0853
Bermuda Dollars (BMD),BMD,HKD,7.813
Bermuda Dollars (BMD),BMD,HUF,266.2473
Bermuda Dollars (BMD),BMD,ISK,104.5307
Bermuda Dollars (BMD),BMD,XDR,0.7073
Bermuda Dollars (BMD),BMD,INR,64.5306
Bermuda Dollars (BMD),BMD,IDR,13541.1469
Bermuda Dollars (BMD),BMD,IRR,35302.9565
Bermuda Dollars (BMD),BMD,IQD,1195.7172
Bermuda Dollars (BMD),BMD,ILS,3.5162
Bermuda Dollars (BMD),BMD,JMD,125.3038
Bermuda Dollars (BMD),BMD,JOD,0.709
Bermuda Dollars (BMD),BMD,KES,102.8994
Bermuda Dollars (BMD),BMD,KWD,0.3018
Bermuda Dollars (BMD),BMD,LBP,1507.5
Bermuda Dollars (BMD),BMD,MYR,4.0756
Bermuda Dollars (BMD),BMD,MUR,33.7444
Bermuda Dollars (BMD),BMD,MXN,18.8723
Bermuda Dollars (BMD),BMD,MAD,9.4465
Bermuda Dollars (BMD),BMD,NZD,1.4539
Bermuda Dollars (BMD),BMD,NOK,8.2678
Bermuda Dollars (BMD),BMD,OMR,0.3845
Bermuda Dollars (BMD),BMD,PEN,3.2354
Bermuda Dollars (BMD),BMD,PHP,50.7267
Bermuda Dollars (BMD),BMD,PLN,3.5693
Bermuda Dollars (BMD),BMD,QAR,3.64
Bermuda Dollars (BMD),BMD,RON,3.9229
Bermuda Dollars (BMD),BMD,RUB,59.1947
Bermuda Dollars (BMD),BMD,SAR,3.75
Bermuda Dollars (BMD),BMD,SGD,1.3491
Bermuda Dollars (BMD),BMD,SKK,1
Bermuda Dollars (BMD),BMD,ZAR,13.5225
Bermuda Dollars (BMD),BMD,KRW,1093.4126
Bermuda Dollars (BMD),BMD,LKR,153.3903
Bermuda Dollars (BMD),BMD,SDG,6.6986
Bermuda Dollars (BMD),BMD,SEK,8.4274
Bermuda Dollars (BMD),BMD,CHF,0.9896
Bermuda Dollars (BMD),BMD,TWD,30.011
Bermuda Dollars (BMD),BMD,THB,32.6217
Bermuda Dollars (BMD),BMD,TTD,6.737
Bermuda Dollars (BMD),BMD,TND,2.4856
Bermuda Dollars (BMD),BMD,TRY,3.8518
Bermuda Dollars (BMD),BMD,VEF,9.9875
Bermuda Dollars (BMD),BMD,VND,22736.2305
Bermuda Dollars (BMD),BMD,ZMK,1
Brazil Reais (BRL),BRL,AUD,0.4087                        
Brazil Reais (BRL),BRL,CAD,0.3953                        
Brazil Reais (BRL),BRL,EUR,0.2618                        
Brazil Reais (BRL),BRL,JPY,34.6902                        
Brazil Reais (BRL),BRL,PKR,32.5783                        
Brazil Reais (BRL),BRL,AED,1.135                        
Brazil Reais (BRL),BRL,GBP,0.2309                        
Brazil Reais (BRL),BRL,USD,0.3091                        
Brazil Reais (BRL),BRL,AFN,21.3015
Brazil Reais (BRL),BRL,ALL,35.0466
Brazil Reais (BRL),BRL,DZD,35.6367
Brazil Reais (BRL),BRL,ARS,5.3301
Brazil Reais (BRL),BRL,BSD,0.3091
Brazil Reais (BRL),BRL,BHD,0.1162
Brazil Reais (BRL),BRL,BDT,25.6387
Brazil Reais (BRL),BRL,BBD,0.6181
Brazil Reais (BRL),BRL,BMD,0.3091
Brazil Reais (BRL),BRL,BRL,1
Brazil Reais (BRL),BRL,BGN,0.5121
Brazil Reais (BRL),BRL,XOF,171.7387
Brazil Reais (BRL),BRL,XAF,171.7387
Brazil Reais (BRL),BRL,CLP,202.0596
Brazil Reais (BRL),BRL,CNY,2.0443
Brazil Reais (BRL),BRL,COP,929.8907
Brazil Reais (BRL),BRL,XPF,31.2427
Brazil Reais (BRL),BRL,CRC,174.8946
Brazil Reais (BRL),BRL,HRK,1.9759
Brazil Reais (BRL),BRL,CZK,6.708
Brazil Reais (BRL),BRL,DKK,1.9483
Brazil Reais (BRL),BRL,DOP,14.849
Brazil Reais (BRL),BRL,XCD,0.8344
Brazil Reais (BRL),BRL,EGP,5.4973
Brazil Reais (BRL),BRL,EEK,0.3091
Brazil Reais (BRL),BRL,FJD,0.6445
Brazil Reais (BRL),BRL,HKD,2.4146
Brazil Reais (BRL),BRL,HUF,82.2839
Brazil Reais (BRL),BRL,ISK,32.3053
Brazil Reais (BRL),BRL,XDR,0.2186
Brazil Reais (BRL),BRL,INR,19.9432
Brazil Reais (BRL),BRL,IDR,4184.9015
Brazil Reais (BRL),BRL,IRR,10910.4049
Brazil Reais (BRL),BRL,IQD,369.5373
Brazil Reais (BRL),BRL,ILS,1.0867
Brazil Reais (BRL),BRL,JMD,38.7252
Brazil Reais (BRL),BRL,JOD,0.2191
Brazil Reais (BRL),BRL,KES,31.8011
Brazil Reais (BRL),BRL,KWD,0.0933
Brazil Reais (BRL),BRL,LBP,465.894
Brazil Reais (BRL),BRL,MYR,1.2596
Brazil Reais (BRL),BRL,MUR,10.4287
Brazil Reais (BRL),BRL,MXN,5.8325
Brazil Reais (BRL),BRL,MAD,2.9194
Brazil Reais (BRL),BRL,NZD,0.4493
Brazil Reais (BRL),BRL,NOK,2.5552
Brazil Reais (BRL),BRL,OMR,0.1188
Brazil Reais (BRL),BRL,PEN,0.9999
Brazil Reais (BRL),BRL,PHP,15.6771
Brazil Reais (BRL),BRL,PLN,1.1031
Brazil Reais (BRL),BRL,QAR,1.1249
Brazil Reais (BRL),BRL,RON,1.2124
Brazil Reais (BRL),BRL,RUB,18.2942
Brazil Reais (BRL),BRL,SAR,1.1589
Brazil Reais (BRL),BRL,SGD,0.4169
Brazil Reais (BRL),BRL,SKK,0.3091
Brazil Reais (BRL),BRL,ZAR,4.1791
Brazil Reais (BRL),BRL,KRW,337.92
Brazil Reais (BRL),BRL,LKR,47.4054
Brazil Reais (BRL),BRL,SDG,2.0702
Brazil Reais (BRL),BRL,SEK,2.6045
Brazil Reais (BRL),BRL,CHF,0.3058
Brazil Reais (BRL),BRL,TWD,9.2749
Brazil Reais (BRL),BRL,THB,10.0818
Brazil Reais (BRL),BRL,TTD,2.0821
Brazil Reais (BRL),BRL,TND,0.7682
Brazil Reais (BRL),BRL,TRY,1.1904
Brazil Reais (BRL),BRL,VEF,3.0866
Brazil Reais (BRL),BRL,VND,7026.6489
Brazil Reais (BRL),BRL,ZMK,0.3091
Bulgaria Leva (BGN),BGN,AUD,0.7981                        
Bulgaria Leva (BGN),BGN,CAD,0.772                        
Bulgaria Leva (BGN),BGN,EUR,0.5113                        
Bulgaria Leva (BGN),BGN,JPY,67.7458                        
Bulgaria Leva (BGN),BGN,PKR,63.6215                        
Bulgaria Leva (BGN),BGN,AED,2.2165                        
Bulgaria Leva (BGN),BGN,GBP,0.451                        
Bulgaria Leva (BGN),BGN,USD,0.6035                        
Bulgaria Leva (BGN),BGN,AFN,41.5994
Bulgaria Leva (BGN),BGN,ALL,68.4419
Bulgaria Leva (BGN),BGN,DZD,69.5942
Bulgaria Leva (BGN),BGN,ARS,10.409
Bulgaria Leva (BGN),BGN,BSD,0.6035
Bulgaria Leva (BGN),BGN,BHD,0.2269
Bulgaria Leva (BGN),BGN,BDT,50.0693
Bulgaria Leva (BGN),BGN,BBD,1.2071
Bulgaria Leva (BGN),BGN,BMD,0.6035
Bulgaria Leva (BGN),BGN,BRL,1.9529
Bulgaria Leva (BGN),BGN,BGN,1
Bulgaria Leva (BGN),BGN,XOF,335.3855
Bulgaria Leva (BGN),BGN,XAF,335.3855
Bulgaria Leva (BGN),BGN,CLP,394.5986
Bulgaria Leva (BGN),BGN,CNY,3.9923
Bulgaria Leva (BGN),BGN,COP,1815.967
Bulgaria Leva (BGN),BGN,XPF,61.0134
Bulgaria Leva (BGN),BGN,CRC,341.5486
Bulgaria Leva (BGN),BGN,HRK,3.8588
Bulgaria Leva (BGN),BGN,CZK,13.0999
Bulgaria Leva (BGN),BGN,DKK,3.8049
Bulgaria Leva (BGN),BGN,DOP,28.9983
Bulgaria Leva (BGN),BGN,XCD,1.6295
Bulgaria Leva (BGN),BGN,EGP,10.7355
Bulgaria Leva (BGN),BGN,EEK,0.6035
Bulgaria Leva (BGN),BGN,FJD,1.2586
Bulgaria Leva (BGN),BGN,HKD,4.7154
Bulgaria Leva (BGN),BGN,HUF,160.6908
Bulgaria Leva (BGN),BGN,ISK,63.0885
Bulgaria Leva (BGN),BGN,XDR,0.4269
Bulgaria Leva (BGN),BGN,INR,38.9468
Bulgaria Leva (BGN),BGN,IDR,8172.6198
Bulgaria Leva (BGN),BGN,IRR,21306.736
Bulgaria Leva (BGN),BGN,IQD,721.6628
Bulgaria Leva (BGN),BGN,ILS,2.1221
Bulgaria Leva (BGN),BGN,JMD,75.6258
Bulgaria Leva (BGN),BGN,JOD,0.4279
Bulgaria Leva (BGN),BGN,KES,62.1039
Bulgaria Leva (BGN),BGN,KWD,0.1822
Bulgaria Leva (BGN),BGN,LBP,909.8361
Bulgaria Leva (BGN),BGN,MYR,2.4598
Bulgaria Leva (BGN),BGN,MUR,20.3661
Bulgaria Leva (BGN),BGN,MXN,11.3902
Bulgaria Leva (BGN),BGN,MAD,5.7013
Bulgaria Leva (BGN),BGN,NZD,0.8775
Bulgaria Leva (BGN),BGN,NOK,4.99
Bulgaria Leva (BGN),BGN,OMR,0.2321
Bulgaria Leva (BGN),BGN,PEN,1.9527
Bulgaria Leva (BGN),BGN,PHP,30.6156
Bulgaria Leva (BGN),BGN,PLN,2.1542
Bulgaria Leva (BGN),BGN,QAR,2.1969
Bulgaria Leva (BGN),BGN,RON,2.3676
Bulgaria Leva (BGN),BGN,RUB,35.7263
Bulgaria Leva (BGN),BGN,SAR,2.2633
Bulgaria Leva (BGN),BGN,SGD,0.8142
Bulgaria Leva (BGN),BGN,SKK,0.6035
Bulgaria Leva (BGN),BGN,ZAR,8.1614
Bulgaria Leva (BGN),BGN,KRW,659.9179
Bulgaria Leva (BGN),BGN,LKR,92.5771
Bulgaria Leva (BGN),BGN,SDG,4.0429
Bulgaria Leva (BGN),BGN,SEK,5.0863
Bulgaria Leva (BGN),BGN,CHF,0.5973
Bulgaria Leva (BGN),BGN,TWD,18.1128
Bulgaria Leva (BGN),BGN,THB,19.6885
Bulgaria Leva (BGN),BGN,TTD,4.066
Bulgaria Leva (BGN),BGN,TND,1.5002
Bulgaria Leva (BGN),BGN,TRY,2.3247
Bulgaria Leva (BGN),BGN,VEF,6.0279
Bulgaria Leva (BGN),BGN,VND,13722.2179
Bulgaria Leva (BGN),BGN,ZMK,0.6035
CFA BCEAO Francs (XOF),XOF,AUD,0.0024                        
CFA BCEAO Francs (XOF),XOF,CAD,0.0023                        
CFA BCEAO Francs (XOF),XOF,EUR,0.0015                        
CFA BCEAO Francs (XOF),XOF,JPY,0.202                        
CFA BCEAO Francs (XOF),XOF,PKR,0.1897                        
CFA BCEAO Francs (XOF),XOF,AED,0.0066                        
CFA BCEAO Francs (XOF),XOF,GBP,0.0013                        
CFA BCEAO Francs (XOF),XOF,USD,0.0018                        
CFA BCEAO Francs (XOF),XOF,AFN,0.124
CFA BCEAO Francs (XOF),XOF,ALL,0.2041
CFA BCEAO Francs (XOF),XOF,DZD,0.2075
CFA BCEAO Francs (XOF),XOF,ARS,0.031
CFA BCEAO Francs (XOF),XOF,BSD,0.0018
CFA BCEAO Francs (XOF),XOF,BHD,0.0007
CFA BCEAO Francs (XOF),XOF,BDT,0.1493
CFA BCEAO Francs (XOF),XOF,BBD,0.0036
CFA BCEAO Francs (XOF),XOF,BMD,0.0018
CFA BCEAO Francs (XOF),XOF,BRL,0.0058
CFA BCEAO Francs (XOF),XOF,BGN,0.003
CFA BCEAO Francs (XOF),XOF,XOF,1
CFA BCEAO Francs (XOF),XOF,XAF,1
CFA BCEAO Francs (XOF),XOF,CLP,1.1766
CFA BCEAO Francs (XOF),XOF,CNY,0.0119
CFA BCEAO Francs (XOF),XOF,COP,5.4146
CFA BCEAO Francs (XOF),XOF,XPF,0.1819
CFA BCEAO Francs (XOF),XOF,CRC,1.0184
CFA BCEAO Francs (XOF),XOF,HRK,0.0115
CFA BCEAO Francs (XOF),XOF,CZK,0.0391
CFA BCEAO Francs (XOF),XOF,DKK,0.0113
CFA BCEAO Francs (XOF),XOF,DOP,0.0865
CFA BCEAO Francs (XOF),XOF,XCD,0.0049
CFA BCEAO Francs (XOF),XOF,EGP,0.032
CFA BCEAO Francs (XOF),XOF,EEK,0.0018
CFA BCEAO Francs (XOF),XOF,FJD,0.0038
CFA BCEAO Francs (XOF),XOF,HKD,0.0141
CFA BCEAO Francs (XOF),XOF,HUF,0.4791
CFA BCEAO Francs (XOF),XOF,ISK,0.1881
CFA BCEAO Francs (XOF),XOF,XDR,0.0013
CFA BCEAO Francs (XOF),XOF,INR,0.1161
CFA BCEAO Francs (XOF),XOF,IDR,24.3678
CFA BCEAO Francs (XOF),XOF,IRR,63.5291
CFA BCEAO Francs (XOF),XOF,IQD,2.1517
CFA BCEAO Francs (XOF),XOF,ILS,0.0063
CFA BCEAO Francs (XOF),XOF,JMD,0.2255
CFA BCEAO Francs (XOF),XOF,JOD,0.0013
CFA BCEAO Francs (XOF),XOF,KES,0.1852
CFA BCEAO Francs (XOF),XOF,KWD,0.0005
CFA BCEAO Francs (XOF),XOF,LBP,2.7128
CFA BCEAO Francs (XOF),XOF,MYR,0.0073
CFA BCEAO Francs (XOF),XOF,MUR,0.0607
CFA BCEAO Francs (XOF),XOF,MXN,0.034
CFA BCEAO Francs (XOF),XOF,MAD,0.017
CFA BCEAO Francs (XOF),XOF,NZD,0.0026
CFA BCEAO Francs (XOF),XOF,NOK,0.0149
CFA BCEAO Francs (XOF),XOF,OMR,0.0007
CFA BCEAO Francs (XOF),XOF,PEN,0.0058
CFA BCEAO Francs (XOF),XOF,PHP,0.0913
CFA BCEAO Francs (XOF),XOF,PLN,0.0064
CFA BCEAO Francs (XOF),XOF,QAR,0.0066
CFA BCEAO Francs (XOF),XOF,RON,0.0071
CFA BCEAO Francs (XOF),XOF,RUB,0.1065
CFA BCEAO Francs (XOF),XOF,SAR,0.0067
CFA BCEAO Francs (XOF),XOF,SGD,0.0024
CFA BCEAO Francs (XOF),XOF,SKK,0.0018
CFA BCEAO Francs (XOF),XOF,ZAR,0.0243
CFA BCEAO Francs (XOF),XOF,KRW,1.9676
CFA BCEAO Francs (XOF),XOF,LKR,0.276
CFA BCEAO Francs (XOF),XOF,SDG,0.0121
CFA BCEAO Francs (XOF),XOF,SEK,0.0152
CFA BCEAO Francs (XOF),XOF,CHF,0.0018
CFA BCEAO Francs (XOF),XOF,TWD,0.054
CFA BCEAO Francs (XOF),XOF,THB,0.0587
CFA BCEAO Francs (XOF),XOF,TTD,0.0121
CFA BCEAO Francs (XOF),XOF,TND,0.0045
CFA BCEAO Francs (XOF),XOF,TRY,0.0069
CFA BCEAO Francs (XOF),XOF,VEF,0.018
CFA BCEAO Francs (XOF),XOF,VND,40.9148
CFA BCEAO Francs (XOF),XOF,ZMK,0.0018
CFA BEAC Francs (XAF),XAF,AUD,0.0024                        
CFA BEAC Francs (XAF),XAF,CAD,0.0023                        
CFA BEAC Francs (XAF),XAF,EUR,0.0015                        
CFA BEAC Francs (XAF),XAF,JPY,0.202                        
CFA BEAC Francs (XAF),XAF,PKR,0.1897                        
CFA BEAC Francs (XAF),XAF,AED,0.0066                        
CFA BEAC Francs (XAF),XAF,GBP,0.0013                        
CFA BEAC Francs (XAF),XAF,USD,0.0018                        
CFA BEAC Francs (XAF),XAF,AFN,0.124
CFA BEAC Francs (XAF),XAF,ALL,0.2041
CFA BEAC Francs (XAF),XAF,DZD,0.2075
CFA BEAC Francs (XAF),XAF,ARS,0.031
CFA BEAC Francs (XAF),XAF,BSD,0.0018
CFA BEAC Francs (XAF),XAF,BHD,0.0007
CFA BEAC Francs (XAF),XAF,BDT,0.1493
CFA BEAC Francs (XAF),XAF,BBD,0.0036
CFA BEAC Francs (XAF),XAF,BMD,0.0018
CFA BEAC Francs (XAF),XAF,BRL,0.0058
CFA BEAC Francs (XAF),XAF,BGN,0.003
CFA BEAC Francs (XAF),XAF,XOF,1
CFA BEAC Francs (XAF),XAF,XAF,1
CFA BEAC Francs (XAF),XAF,CLP,1.1766
CFA BEAC Francs (XAF),XAF,CNY,0.0119
CFA BEAC Francs (XAF),XAF,COP,5.4146
CFA BEAC Francs (XAF),XAF,XPF,0.1819
CFA BEAC Francs (XAF),XAF,CRC,1.0184
CFA BEAC Francs (XAF),XAF,HRK,0.0115
CFA BEAC Francs (XAF),XAF,CZK,0.0391
CFA BEAC Francs (XAF),XAF,DKK,0.0113
CFA BEAC Francs (XAF),XAF,DOP,0.0865
CFA BEAC Francs (XAF),XAF,XCD,0.0049
CFA BEAC Francs (XAF),XAF,EGP,0.032
CFA BEAC Francs (XAF),XAF,EEK,0.0018
CFA BEAC Francs (XAF),XAF,FJD,0.0038
CFA BEAC Francs (XAF),XAF,HKD,0.0141
CFA BEAC Francs (XAF),XAF,HUF,0.4791
CFA BEAC Francs (XAF),XAF,ISK,0.1881
CFA BEAC Francs (XAF),XAF,XDR,0.0013
CFA BEAC Francs (XAF),XAF,INR,0.1161
CFA BEAC Francs (XAF),XAF,IDR,24.3678
CFA BEAC Francs (XAF),XAF,IRR,63.5291
CFA BEAC Francs (XAF),XAF,IQD,2.1517
CFA BEAC Francs (XAF),XAF,ILS,0.0063
CFA BEAC Francs (XAF),XAF,JMD,0.2255
CFA BEAC Francs (XAF),XAF,JOD,0.0013
CFA BEAC Francs (XAF),XAF,KES,0.1852
CFA BEAC Francs (XAF),XAF,KWD,0.0005
CFA BEAC Francs (XAF),XAF,LBP,2.7128
CFA BEAC Francs (XAF),XAF,MYR,0.0073
CFA BEAC Francs (XAF),XAF,MUR,0.0607
CFA BEAC Francs (XAF),XAF,MXN,0.034
CFA BEAC Francs (XAF),XAF,MAD,0.017
CFA BEAC Francs (XAF),XAF,NZD,0.0026
CFA BEAC Francs (XAF),XAF,NOK,0.0149
CFA BEAC Francs (XAF),XAF,OMR,0.0007
CFA BEAC Francs (XAF),XAF,PEN,0.0058
CFA BEAC Francs (XAF),XAF,PHP,0.0913
CFA BEAC Francs (XAF),XAF,PLN,0.0064
CFA BEAC Francs (XAF),XAF,QAR,0.0066
CFA BEAC Francs (XAF),XAF,RON,0.0071
CFA BEAC Francs (XAF),XAF,RUB,0.1065
CFA BEAC Francs (XAF),XAF,SAR,0.0067
CFA BEAC Francs (XAF),XAF,SGD,0.0024
CFA BEAC Francs (XAF),XAF,SKK,0.0018
CFA BEAC Francs (XAF),XAF,ZAR,0.0243
CFA BEAC Francs (XAF),XAF,KRW,1.9676
CFA BEAC Francs (XAF),XAF,LKR,0.276
CFA BEAC Francs (XAF),XAF,SDG,0.0121
CFA BEAC Francs (XAF),XAF,SEK,0.0152
CFA BEAC Francs (XAF),XAF,CHF,0.0018
CFA BEAC Francs (XAF),XAF,TWD,0.054
CFA BEAC Francs (XAF),XAF,THB,0.0587
CFA BEAC Francs (XAF),XAF,TTD,0.0121
CFA BEAC Francs (XAF),XAF,TND,0.0045
CFA BEAC Francs (XAF),XAF,TRY,0.0069
CFA BEAC Francs (XAF),XAF,VEF,0.018
CFA BEAC Francs (XAF),XAF,VND,40.9148
CFA BEAC Francs (XAF),XAF,ZMK,0.0018
Chile Pesos (CLP),CLP,AUD,0.002                        
Chile Pesos (CLP),CLP,CAD,0.002                        
Chile Pesos (CLP),CLP,EUR,0.0013                        
Chile Pesos (CLP),CLP,JPY,0.1717                        
Chile Pesos (CLP),CLP,PKR,0.1612                        
Chile Pesos (CLP),CLP,AED,0.0056                        
Chile Pesos (CLP),CLP,GBP,0.0011                        
Chile Pesos (CLP),CLP,USD,0.0015                        
Chile Pesos (CLP),CLP,AFN,0.1054
Chile Pesos (CLP),CLP,ALL,0.1734
Chile Pesos (CLP),CLP,DZD,0.1764
Chile Pesos (CLP),CLP,ARS,0.0264
Chile Pesos (CLP),CLP,BSD,0.0015
Chile Pesos (CLP),CLP,BHD,0.0006
Chile Pesos (CLP),CLP,BDT,0.1269
Chile Pesos (CLP),CLP,BBD,0.0031
Chile Pesos (CLP),CLP,BMD,0.0015
Chile Pesos (CLP),CLP,BRL,0.0049
Chile Pesos (CLP),CLP,BGN,0.0025
Chile Pesos (CLP),CLP,XOF,0.8499
Chile Pesos (CLP),CLP,XAF,0.8499
Chile Pesos (CLP),CLP,CLP,1
Chile Pesos (CLP),CLP,CNY,0.0101
Chile Pesos (CLP),CLP,COP,4.6021
Chile Pesos (CLP),CLP,XPF,0.1546
Chile Pesos (CLP),CLP,CRC,0.8656
Chile Pesos (CLP),CLP,HRK,0.0098
Chile Pesos (CLP),CLP,CZK,0.0332
Chile Pesos (CLP),CLP,DKK,0.0096
Chile Pesos (CLP),CLP,DOP,0.0735
Chile Pesos (CLP),CLP,XCD,0.0041
Chile Pesos (CLP),CLP,EGP,0.0272
Chile Pesos (CLP),CLP,EEK,0.0015
Chile Pesos (CLP),CLP,FJD,0.0032
Chile Pesos (CLP),CLP,HKD,0.0119
Chile Pesos (CLP),CLP,HUF,0.4072
Chile Pesos (CLP),CLP,ISK,0.1599
Chile Pesos (CLP),CLP,XDR,0.0011
Chile Pesos (CLP),CLP,INR,0.0987
Chile Pesos (CLP),CLP,IDR,20.7112
Chile Pesos (CLP),CLP,IRR,53.996
Chile Pesos (CLP),CLP,IQD,1.8289
Chile Pesos (CLP),CLP,ILS,0.0054
Chile Pesos (CLP),CLP,JMD,0.1917
Chile Pesos (CLP),CLP,JOD,0.0011
Chile Pesos (CLP),CLP,KES,0.1574
Chile Pesos (CLP),CLP,KWD,0.0005
Chile Pesos (CLP),CLP,LBP,2.3057
Chile Pesos (CLP),CLP,MYR,0.0062
Chile Pesos (CLP),CLP,MUR,0.0516
Chile Pesos (CLP),CLP,MXN,0.0289
Chile Pesos (CLP),CLP,MAD,0.0144
Chile Pesos (CLP),CLP,NZD,0.0022
Chile Pesos (CLP),CLP,NOK,0.0126
Chile Pesos (CLP),CLP,OMR,0.0006
Chile Pesos (CLP),CLP,PEN,0.0049
Chile Pesos (CLP),CLP,PHP,0.0776
Chile Pesos (CLP),CLP,PLN,0.0055
Chile Pesos (CLP),CLP,QAR,0.0056
Chile Pesos (CLP),CLP,RON,0.006
Chile Pesos (CLP),CLP,RUB,0.0905
Chile Pesos (CLP),CLP,SAR,0.0057
Chile Pesos (CLP),CLP,SGD,0.0021
Chile Pesos (CLP),CLP,SKK,0.0015
Chile Pesos (CLP),CLP,ZAR,0.0207
Chile Pesos (CLP),CLP,KRW,1.6724
Chile Pesos (CLP),CLP,LKR,0.2346
Chile Pesos (CLP),CLP,SDG,0.0102
Chile Pesos (CLP),CLP,SEK,0.0129
Chile Pesos (CLP),CLP,CHF,0.0015
Chile Pesos (CLP),CLP,TWD,0.0459
Chile Pesos (CLP),CLP,THB,0.0499
Chile Pesos (CLP),CLP,TTD,0.0103
Chile Pesos (CLP),CLP,TND,0.0038
Chile Pesos (CLP),CLP,TRY,0.0059
Chile Pesos (CLP),CLP,VEF,0.0153
Chile Pesos (CLP),CLP,VND,34.7751
Chile Pesos (CLP),CLP,ZMK,0.0015
China Yuan (CNY),CNY,AUD,0.1999                        
China Yuan (CNY),CNY,CAD,0.1934                        
China Yuan (CNY),CNY,EUR,0.1281                        
China Yuan (CNY),CNY,JPY,16.9692                        
China Yuan (CNY),CNY,PKR,15.9361                        
