As on Sat| Nov 04 2017| 14:15 GMT
base_currency_complete_name,base_currency,other_currency,other_per_base
Iran Rials (IRR),IRR,MUR,0.001
Iran Rials (IRR),IRR,MXN,0.0006
Iran Rials (IRR),IRR,MAD,0.0003
Iran Rials (IRR),IRR,NZD,0
Iran Rials (IRR),IRR,NOK,0.0002
Iran Rials (IRR),IRR,OMR,0
Iran Rials (IRR),IRR,PEN,0.0001
Iran Rials (IRR),IRR,PHP,0.0015
Iran Rials (IRR),IRR,PLN,0.0001
Iran Rials (IRR),IRR,QAR,0.0001
Iran Rials (IRR),IRR,RON,0.0001
Iran Rials (IRR),IRR,RUB,0.0017
Iran Rials (IRR),IRR,SAR,0.0001
Iran Rials (IRR),IRR,SGD,0
Iran Rials (IRR),IRR,SKK,0
Iran Rials (IRR),IRR,ZAR,0.0004
Iran Rials (IRR),IRR,KRW,0.0319
Iran Rials (IRR),IRR,LKR,0.0044
Iran Rials (IRR),IRR,SDG,0.0002
Iran Rials (IRR),IRR,SEK,0.0002
Iran Rials (IRR),IRR,CHF,0
Iran Rials (IRR),IRR,TWD,0.0009
Iran Rials (IRR),IRR,THB,0.001
Iran Rials (IRR),IRR,TTD,0.0002
Iran Rials (IRR),IRR,TND,0.0001
Iran Rials (IRR),IRR,TRY,0.0001
Iran Rials (IRR),IRR,VEF,0.0003
Iran Rials (IRR),IRR,VND,0.6489
Iran Rials (IRR),IRR,ZMK,0
Iraq Dinars (IQD),IQD,AUD,0.0011                        
Iraq Dinars (IQD),IQD,CAD,0.0011                        
Iraq Dinars (IQD),IQD,EUR,0.0007                        
Iraq Dinars (IQD),IQD,JPY,0.0978                        
Iraq Dinars (IQD),IQD,PKR,0.0903                        
Iraq Dinars (IQD),IQD,AED,0.0031                        
Iraq Dinars (IQD),IQD,GBP,0.0007                        
Iraq Dinars (IQD),IQD,USD,0.0009                        
Iraq Dinars (IQD),IQD,AFN,0.0586
Iraq Dinars (IQD),IQD,ALL,0.0985
Iraq Dinars (IQD),IQD,DZD,0.0995
Iraq Dinars (IQD),IQD,ARS,0.0151
Iraq Dinars (IQD),IQD,BSD,0.0009
Iraq Dinars (IQD),IQD,BHD,0.0003
Iraq Dinars (IQD),IQD,BDT,0.0711
Iraq Dinars (IQD),IQD,BBD,0.0017
Iraq Dinars (IQD),IQD,BMD,0.0009
Iraq Dinars (IQD),IQD,BRL,0.0028
Iraq Dinars (IQD),IQD,BGN,0.0014
Iraq Dinars (IQD),IQD,XOF,0.4842
Iraq Dinars (IQD),IQD,XAF,0.4842
Iraq Dinars (IQD),IQD,CLP,0.5439
Iraq Dinars (IQD),IQD,CNY,0.0057
Iraq Dinars (IQD),IQD,COP,2.6019
Iraq Dinars (IQD),IQD,XPF,0.0881
Iraq Dinars (IQD),IQD,CRC,0.4892
Iraq Dinars (IQD),IQD,HRK,0.0056
Iraq Dinars (IQD),IQD,CZK,0.019
Iraq Dinars (IQD),IQD,DKK,0.0055
Iraq Dinars (IQD),IQD,DOP,0.0405
Iraq Dinars (IQD),IQD,XCD,0.0023
Iraq Dinars (IQD),IQD,EGP,0.0151
Iraq Dinars (IQD),IQD,EEK,0.0009
Iraq Dinars (IQD),IQD,FJD,0.0018
Iraq Dinars (IQD),IQD,HKD,0.0067
Iraq Dinars (IQD),IQD,HUF,0.2302
Iraq Dinars (IQD),IQD,ISK,0.0912
Iraq Dinars (IQD),IQD,XDR,0.0006
Iraq Dinars (IQD),IQD,INR,0.0553
Iraq Dinars (IQD),IQD,IDR,11.5717
Iraq Dinars (IQD),IQD,IRR,29.9738
Iraq Dinars (IQD),IQD,IQD,1
Iraq Dinars (IQD),IQD,ILS,0.003
Iraq Dinars (IQD),IQD,JMD,0.1084
Iraq Dinars (IQD),IQD,JOD,0.0006
Iraq Dinars (IQD),IQD,KES,0.0889
Iraq Dinars (IQD),IQD,KWD,0.0003
Iraq Dinars (IQD),IQD,LBP,1.293
Iraq Dinars (IQD),IQD,MYR,0.0036
Iraq Dinars (IQD),IQD,MUR,0.0297
Iraq Dinars (IQD),IQD,MXN,0.0165
Iraq Dinars (IQD),IQD,MAD,0.0082
Iraq Dinars (IQD),IQD,NZD,0.0012
Iraq Dinars (IQD),IQD,NOK,0.007
Iraq Dinars (IQD),IQD,OMR,0.0003
Iraq Dinars (IQD),IQD,PEN,0.0028
Iraq Dinars (IQD),IQD,PHP,0.044
Iraq Dinars (IQD),IQD,PLN,0.0031
Iraq Dinars (IQD),IQD,QAR,0.0031
Iraq Dinars (IQD),IQD,RON,0.0034
Iraq Dinars (IQD),IQD,RUB,0.0507
Iraq Dinars (IQD),IQD,SAR,0.0032
Iraq Dinars (IQD),IQD,SGD,0.0012
Iraq Dinars (IQD),IQD,SKK,0.0009
Iraq Dinars (IQD),IQD,ZAR,0.0122
Iraq Dinars (IQD),IQD,KRW,0.956
Iraq Dinars (IQD),IQD,LKR,0.1317
Iraq Dinars (IQD),IQD,SDG,0.0057
Iraq Dinars (IQD),IQD,SEK,0.0072
Iraq Dinars (IQD),IQD,CHF,0.0009
Iraq Dinars (IQD),IQD,TWD,0.0259
Iraq Dinars (IQD),IQD,THB,0.0285
Iraq Dinars (IQD),IQD,TTD,0.0058
Iraq Dinars (IQD),IQD,TND,0.0021
Iraq Dinars (IQD),IQD,TRY,0.0033
Iraq Dinars (IQD),IQD,VEF,0.0095
Iraq Dinars (IQD),IQD,VND,19.4502
Iraq Dinars (IQD),IQD,ZMK,0.0009
Israel New Shekels (ILS),ILS,AUD,0.3719                        
Israel New Shekels (ILS),ILS,CAD,0.3631                        
Israel New Shekels (ILS),ILS,EUR,0.2451                        
Israel New Shekels (ILS),ILS,JPY,32.4593                        
Israel New Shekels (ILS),ILS,PKR,29.9705                        
Israel New Shekels (ILS),ILS,AED,1.0449                        
Israel New Shekels (ILS),ILS,GBP,0.2176                        
Israel New Shekels (ILS),ILS,USD,0.2846                        
Israel New Shekels (ILS),ILS,AFN,19.4578
Israel New Shekels (ILS),ILS,ALL,32.7049
Israel New Shekels (ILS),ILS,DZD,33.0305
Israel New Shekels (ILS),ILS,ARS,5.0166
Israel New Shekels (ILS),ILS,BSD,0.2846
Israel New Shekels (ILS),ILS,BHD,0.1072
Israel New Shekels (ILS),ILS,BDT,23.6047
Israel New Shekels (ILS),ILS,BBD,0.5692
Israel New Shekels (ILS),ILS,BMD,0.2846
Israel New Shekels (ILS),ILS,BRL,0.9431
Israel New Shekels (ILS),ILS,BGN,0.4776
Israel New Shekels (ILS),ILS,XOF,160.7633
Israel New Shekels (ILS),ILS,XAF,160.7633
Israel New Shekels (ILS),ILS,CLP,180.5866
Israel New Shekels (ILS),ILS,CNY,1.8882
Israel New Shekels (ILS),ILS,COP,863.8142
Israel New Shekels (ILS),ILS,XPF,29.2461
Israel New Shekels (ILS),ILS,CRC,162.405
Israel New Shekels (ILS),ILS,HRK,1.8461
Israel New Shekels (ILS),ILS,CZK,6.2916
Israel New Shekels (ILS),ILS,DKK,1.8252
Israel New Shekels (ILS),ILS,DOP,13.4343
Israel New Shekels (ILS),ILS,XCD,0.7677
Israel New Shekels (ILS),ILS,EGP,5.0234
Israel New Shekels (ILS),ILS,EEK,0.2846
Israel New Shekels (ILS),ILS,FJD,0.5958
Israel New Shekels (ILS),ILS,HKD,2.2202
Israel New Shekels (ILS),ILS,HUF,76.4417
Israel New Shekels (ILS),ILS,ISK,30.2684
Israel New Shekels (ILS),ILS,XDR,0.2028
Israel New Shekels (ILS),ILS,INR,18.3746
Israel New Shekels (ILS),ILS,IDR,3841.7961
Israel New Shekels (ILS),ILS,IRR,9951.242
Israel New Shekels (ILS),ILS,IQD,331.9983
Israel New Shekels (ILS),ILS,ILS,1
Israel New Shekels (ILS),ILS,JMD,35.9736
Israel New Shekels (ILS),ILS,JOD,0.2018
Israel New Shekels (ILS),ILS,KES,29.5201
Israel New Shekels (ILS),ILS,KWD,0.0862
Israel New Shekels (ILS),ILS,LBP,429.2717
Israel New Shekels (ILS),ILS,MYR,1.2055
Israel New Shekels (ILS),ILS,MUR,9.8686
Israel New Shekels (ILS),ILS,MXN,5.4803
Israel New Shekels (ILS),ILS,MAD,2.7101
Israel New Shekels (ILS),ILS,NZD,0.4121
Israel New Shekels (ILS),ILS,NOK,2.3266
Israel New Shekels (ILS),ILS,OMR,0.1095
Israel New Shekels (ILS),ILS,PEN,0.9278
Israel New Shekels (ILS),ILS,PHP,14.5991
Israel New Shekels (ILS),ILS,PLN,1.0409
Israel New Shekels (ILS),ILS,QAR,1.0362
Israel New Shekels (ILS),ILS,RON,1.1232
Israel New Shekels (ILS),ILS,RUB,16.8213
Israel New Shekels (ILS),ILS,SAR,1.0705
Israel New Shekels (ILS),ILS,SGD,0.3885
Israel New Shekels (ILS),ILS,SKK,0.2846
Israel New Shekels (ILS),ILS,ZAR,4.0526
Israel New Shekels (ILS),ILS,KRW,317.3914
Israel New Shekels (ILS),ILS,LKR,43.7165
Israel New Shekels (ILS),ILS,SDG,1.8992
Israel New Shekels (ILS),ILS,SEK,2.4037
Israel New Shekels (ILS),ILS,CHF,0.2848
Israel New Shekels (ILS),ILS,TWD,8.5942
Israel New Shekels (ILS),ILS,THB,9.4605
Israel New Shekels (ILS),ILS,TTD,1.9094
Israel New Shekels (ILS),ILS,TND,0.7114
Israel New Shekels (ILS),ILS,TRY,1.1068
Israel New Shekels (ILS),ILS,VEF,3.1375
Israel New Shekels (ILS),ILS,VND,6457.4303
Israel New Shekels (ILS),ILS,ZMK,0.2846
Jamaica Dollars (JMD),JMD,AUD,0.0103                        
Jamaica Dollars (JMD),JMD,CAD,0.0101                        
Jamaica Dollars (JMD),JMD,EUR,0.0068                        
Jamaica Dollars (JMD),JMD,JPY,0.9023                        
Jamaica Dollars (JMD),JMD,PKR,0.8331                        
Jamaica Dollars (JMD),JMD,AED,0.029                        
Jamaica Dollars (JMD),JMD,GBP,0.0061                        
Jamaica Dollars (JMD),JMD,USD,0.0079                        
Jamaica Dollars (JMD),JMD,AFN,0.5409
Jamaica Dollars (JMD),JMD,ALL,0.9091
Jamaica Dollars (JMD),JMD,DZD,0.9182
Jamaica Dollars (JMD),JMD,ARS,0.1395
Jamaica Dollars (JMD),JMD,BSD,0.0079
Jamaica Dollars (JMD),JMD,BHD,0.003
Jamaica Dollars (JMD),JMD,BDT,0.6562
Jamaica Dollars (JMD),JMD,BBD,0.0158
Jamaica Dollars (JMD),JMD,BMD,0.0079
Jamaica Dollars (JMD),JMD,BRL,0.0262
Jamaica Dollars (JMD),JMD,BGN,0.0133
Jamaica Dollars (JMD),JMD,XOF,4.4689
Jamaica Dollars (JMD),JMD,XAF,4.4689
Jamaica Dollars (JMD),JMD,CLP,5.02
Jamaica Dollars (JMD),JMD,CNY,0.0525
Jamaica Dollars (JMD),JMD,COP,24.0124
Jamaica Dollars (JMD),JMD,XPF,0.813
Jamaica Dollars (JMD),JMD,CRC,4.5146
Jamaica Dollars (JMD),JMD,HRK,0.0513
Jamaica Dollars (JMD),JMD,CZK,0.1749
Jamaica Dollars (JMD),JMD,DKK,0.0507
Jamaica Dollars (JMD),JMD,DOP,0.3734
Jamaica Dollars (JMD),JMD,XCD,0.0213
Jamaica Dollars (JMD),JMD,EGP,0.1396
Jamaica Dollars (JMD),JMD,EEK,0.0079
Jamaica Dollars (JMD),JMD,FJD,0.0166
Jamaica Dollars (JMD),JMD,HKD,0.0617
Jamaica Dollars (JMD),JMD,HUF,2.1249
Jamaica Dollars (JMD),JMD,ISK,0.8414
Jamaica Dollars (JMD),JMD,XDR,0.0056
Jamaica Dollars (JMD),JMD,INR,0.5108
Jamaica Dollars (JMD),JMD,IDR,106.7947
Jamaica Dollars (JMD),JMD,IRR,276.6259
Jamaica Dollars (JMD),JMD,IQD,9.2289
Jamaica Dollars (JMD),JMD,ILS,0.0278
Jamaica Dollars (JMD),JMD,JMD,1
Jamaica Dollars (JMD),JMD,JOD,0.0056
Jamaica Dollars (JMD),JMD,KES,0.8206
Jamaica Dollars (JMD),JMD,KWD,0.0024
Jamaica Dollars (JMD),JMD,LBP,11.9329
Jamaica Dollars (JMD),JMD,MYR,0.0335
Jamaica Dollars (JMD),JMD,MUR,0.2743
Jamaica Dollars (JMD),JMD,MXN,0.1523
Jamaica Dollars (JMD),JMD,MAD,0.0753
Jamaica Dollars (JMD),JMD,NZD,0.0115
Jamaica Dollars (JMD),JMD,NOK,0.0647
Jamaica Dollars (JMD),JMD,OMR,0.003
Jamaica Dollars (JMD),JMD,PEN,0.0258
Jamaica Dollars (JMD),JMD,PHP,0.4058
Jamaica Dollars (JMD),JMD,PLN,0.0289
Jamaica Dollars (JMD),JMD,QAR,0.0288
Jamaica Dollars (JMD),JMD,RON,0.0312
Jamaica Dollars (JMD),JMD,RUB,0.4676
Jamaica Dollars (JMD),JMD,SAR,0.0298
Jamaica Dollars (JMD),JMD,SGD,0.0108
Jamaica Dollars (JMD),JMD,SKK,0.0079
Jamaica Dollars (JMD),JMD,ZAR,0.1127
Jamaica Dollars (JMD),JMD,KRW,8.8229
Jamaica Dollars (JMD),JMD,LKR,1.2152
Jamaica Dollars (JMD),JMD,SDG,0.0528
Jamaica Dollars (JMD),JMD,SEK,0.0668
Jamaica Dollars (JMD),JMD,CHF,0.0079
Jamaica Dollars (JMD),JMD,TWD,0.2389
Jamaica Dollars (JMD),JMD,THB,0.263
Jamaica Dollars (JMD),JMD,TTD,0.0531
Jamaica Dollars (JMD),JMD,TND,0.0198
Jamaica Dollars (JMD),JMD,TRY,0.0308
Jamaica Dollars (JMD),JMD,VEF,0.0872
Jamaica Dollars (JMD),JMD,VND,179.5045
Jamaica Dollars (JMD),JMD,ZMK,0.0079
Jordan Dinars (JOD),JOD,AUD,1.8426                        
Jordan Dinars (JOD),JOD,CAD,1.7993                        
Jordan Dinars (JOD),JOD,EUR,1.2144                        
Jordan Dinars (JOD),JOD,JPY,160.8396                        
Jordan Dinars (JOD),JOD,PKR,148.5071                        
Jordan Dinars (JOD),JOD,AED,5.1777                        
Jordan Dinars (JOD),JOD,GBP,1.0785                        
Jordan Dinars (JOD),JOD,USD,1.4103                        
Jordan Dinars (JOD),JOD,AFN,96.4156
Jordan Dinars (JOD),JOD,ALL,162.0563
Jordan Dinars (JOD),JOD,DZD,163.6701
Jordan Dinars (JOD),JOD,ARS,24.8576
Jordan Dinars (JOD),JOD,BSD,1.4103
Jordan Dinars (JOD),JOD,BHD,0.5313
Jordan Dinars (JOD),JOD,BDT,116.9642
Jordan Dinars (JOD),JOD,BBD,2.8206
Jordan Dinars (JOD),JOD,BMD,1.4103
Jordan Dinars (JOD),JOD,BRL,4.6731
Jordan Dinars (JOD),JOD,BGN,2.3664
Jordan Dinars (JOD),JOD,XOF,796.6009
Jordan Dinars (JOD),JOD,XAF,796.6009
Jordan Dinars (JOD),JOD,CLP,894.8275
Jordan Dinars (JOD),JOD,CNY,9.3561
Jordan Dinars (JOD),JOD,COP,4280.2994
Jordan Dinars (JOD),JOD,XPF,144.9177
Jordan Dinars (JOD),JOD,CRC,804.7355
Jordan Dinars (JOD),JOD,HRK,9.1475
Jordan Dinars (JOD),JOD,CZK,31.1756
Jordan Dinars (JOD),JOD,DKK,9.0441
Jordan Dinars (JOD),JOD,DOP,66.5687
Jordan Dinars (JOD),JOD,XCD,3.804
Jordan Dinars (JOD),JOD,EGP,24.8913
Jordan Dinars (JOD),JOD,EEK,1.4103
Jordan Dinars (JOD),JOD,FJD,2.9524
Jordan Dinars (JOD),JOD,HKD,11.0013
Jordan Dinars (JOD),JOD,HUF,378.7774
Jordan Dinars (JOD),JOD,ISK,149.9836
Jordan Dinars (JOD),JOD,XDR,1.0049
Jordan Dinars (JOD),JOD,INR,91.0481
Jordan Dinars (JOD),JOD,IDR,19036.5438
Jordan Dinars (JOD),JOD,IRR,49309.554
Jordan Dinars (JOD),JOD,IQD,1645.09
Jordan Dinars (JOD),JOD,ILS,4.9551
Jordan Dinars (JOD),JOD,JMD,178.2536
Jordan Dinars (JOD),JOD,JOD,1
Jordan Dinars (JOD),JOD,KES,146.2757
Jordan Dinars (JOD),JOD,KWD,0.4269
Jordan Dinars (JOD),JOD,LBP,2127.0909
Jordan Dinars (JOD),JOD,MYR,5.9734
Jordan Dinars (JOD),JOD,MUR,48.9002
Jordan Dinars (JOD),JOD,MXN,27.1553
Jordan Dinars (JOD),JOD,MAD,13.4287
Jordan Dinars (JOD),JOD,NZD,2.0418
Jordan Dinars (JOD),JOD,NOK,11.5288
Jordan Dinars (JOD),JOD,OMR,0.5427
Jordan Dinars (JOD),JOD,PEN,4.5974
Jordan Dinars (JOD),JOD,PHP,72.3401
Jordan Dinars (JOD),JOD,PLN,5.1577
Jordan Dinars (JOD),JOD,QAR,5.1346
Jordan Dinars (JOD),JOD,RON,5.5657
Jordan Dinars (JOD),JOD,RUB,83.3514
Jordan Dinars (JOD),JOD,SAR,5.3044
Jordan Dinars (JOD),JOD,SGD,1.9248
Jordan Dinars (JOD),JOD,SKK,1.4103
Jordan Dinars (JOD),JOD,ZAR,20.081
Jordan Dinars (JOD),JOD,KRW,1572.7111
Jordan Dinars (JOD),JOD,LKR,216.6205
Jordan Dinars (JOD),JOD,SDG,9.4105
Jordan Dinars (JOD),JOD,SEK,11.9105
Jordan Dinars (JOD),JOD,CHF,1.4113
Jordan Dinars (JOD),JOD,TWD,42.5853
Jordan Dinars (JOD),JOD,THB,46.8781
Jordan Dinars (JOD),JOD,TTD,9.4613
Jordan Dinars (JOD),JOD,TND,3.5253
Jordan Dinars (JOD),JOD,TRY,5.4844
Jordan Dinars (JOD),JOD,VEF,15.5466
Jordan Dinars (JOD),JOD,VND,31997.3133
Jordan Dinars (JOD),JOD,ZMK,1.4103
Kenya Shillings (KES),KES,AUD,0.0126                        
Kenya Shillings (KES),KES,CAD,0.0123                        
Kenya Shillings (KES),KES,EUR,0.0083                        
Kenya Shillings (KES),KES,JPY,1.0996                        
Kenya Shillings (KES),KES,PKR,1.0153                        
Kenya Shillings (KES),KES,AED,0.0354                        
Kenya Shillings (KES),KES,GBP,0.0074                        
Kenya Shillings (KES),KES,USD,0.0096                        
Kenya Shillings (KES),KES,AFN,0.6591
Kenya Shillings (KES),KES,ALL,1.1079
Kenya Shillings (KES),KES,DZD,1.1189
Kenya Shillings (KES),KES,ARS,0.1699
Kenya Shillings (KES),KES,BSD,0.0096
Kenya Shillings (KES),KES,BHD,0.0036
Kenya Shillings (KES),KES,BDT,0.7996
Kenya Shillings (KES),KES,BBD,0.0193
Kenya Shillings (KES),KES,BMD,0.0096
Kenya Shillings (KES),KES,BRL,0.0319
Kenya Shillings (KES),KES,BGN,0.0162
Kenya Shillings (KES),KES,XOF,5.4459
Kenya Shillings (KES),KES,XAF,5.4459
Kenya Shillings (KES),KES,CLP,6.1174
Kenya Shillings (KES),KES,CNY,0.064
Kenya Shillings (KES),KES,COP,29.2619
Kenya Shillings (KES),KES,XPF,0.9907
Kenya Shillings (KES),KES,CRC,5.5015
Kenya Shillings (KES),KES,HRK,0.0625
Kenya Shillings (KES),KES,CZK,0.2131
Kenya Shillings (KES),KES,DKK,0.0618
Kenya Shillings (KES),KES,DOP,0.4551
Kenya Shillings (KES),KES,XCD,0.026
Kenya Shillings (KES),KES,EGP,0.1702
Kenya Shillings (KES),KES,EEK,0.0096
Kenya Shillings (KES),KES,FJD,0.0202
Kenya Shillings (KES),KES,HKD,0.0752
Kenya Shillings (KES),KES,HUF,2.5895
Kenya Shillings (KES),KES,ISK,1.0253
Kenya Shillings (KES),KES,XDR,0.0069
Kenya Shillings (KES),KES,INR,0.6224
Kenya Shillings (KES),KES,IDR,130.1415
Kenya Shillings (KES),KES,IRR,337.1001
Kenya Shillings (KES),KES,IQD,11.2465
Kenya Shillings (KES),KES,ILS,0.0339
Kenya Shillings (KES),KES,JMD,1.2186
Kenya Shillings (KES),KES,JOD,0.0068
Kenya Shillings (KES),KES,KES,1
Kenya Shillings (KES),KES,KWD,0.0029
Kenya Shillings (KES),KES,LBP,14.5417
Kenya Shillings (KES),KES,MYR,0.0408
Kenya Shillings (KES),KES,MUR,0.3343
Kenya Shillings (KES),KES,MXN,0.1856
Kenya Shillings (KES),KES,MAD,0.0918
Kenya Shillings (KES),KES,NZD,0.014
Kenya Shillings (KES),KES,NOK,0.0788
Kenya Shillings (KES),KES,OMR,0.0037
Kenya Shillings (KES),KES,PEN,0.0314
Kenya Shillings (KES),KES,PHP,0.4945
Kenya Shillings (KES),KES,PLN,0.0353
Kenya Shillings (KES),KES,QAR,0.0351
Kenya Shillings (KES),KES,RON,0.038
Kenya Shillings (KES),KES,RUB,0.5698
Kenya Shillings (KES),KES,SAR,0.0363
Kenya Shillings (KES),KES,SGD,0.0132
Kenya Shillings (KES),KES,SKK,0.0096
Kenya Shillings (KES),KES,ZAR,0.1373
Kenya Shillings (KES),KES,KRW,10.7517
Kenya Shillings (KES),KES,LKR,1.4809
Kenya Shillings (KES),KES,SDG,0.0643
Kenya Shillings (KES),KES,SEK,0.0814
Kenya Shillings (KES),KES,CHF,0.0096
Kenya Shillings (KES),KES,TWD,0.2911
Kenya Shillings (KES),KES,THB,0.3205
Kenya Shillings (KES),KES,TTD,0.0647
Kenya Shillings (KES),KES,TND,0.0241
Kenya Shillings (KES),KES,TRY,0.0375
Kenya Shillings (KES),KES,VEF,0.1063
Kenya Shillings (KES),KES,VND,218.7466
Kenya Shillings (KES),KES,ZMK,0.0096
Kuwaiti Dinar (KWD),KWD,AUD,4.3163                        
Kuwaiti Dinar (KWD),KWD,CAD,4.2149                        
Kuwaiti Dinar (KWD),KWD,EUR,2.8448                        
Kuwaiti Dinar (KWD),KWD,JPY,376.767                        
Kuwaiti Dinar (KWD),KWD,PKR,347.878                        
Kuwaiti Dinar (KWD),KWD,AED,12.1288                        
Kuwaiti Dinar (KWD),KWD,GBP,2.5263                        
Kuwaiti Dinar (KWD),KWD,USD,3.3036                        
Kuwaiti Dinar (KWD),KWD,AFN,225.8536
Kuwaiti Dinar (KWD),KWD,ALL,379.6172
Kuwaiti Dinar (KWD),KWD,DZD,383.3974
Kuwaiti Dinar (KWD),KWD,ARS,58.229
Kuwaiti Dinar (KWD),KWD,BSD,3.3036
Kuwaiti Dinar (KWD),KWD,BHD,1.2447
Kuwaiti Dinar (KWD),KWD,BDT,273.9889
Kuwaiti Dinar (KWD),KWD,BBD,6.6072
Kuwaiti Dinar (KWD),KWD,BMD,3.3036
Kuwaiti Dinar (KWD),KWD,BRL,10.9468
Kuwaiti Dinar (KWD),KWD,BGN,5.5432
Kuwaiti Dinar (KWD),KWD,XOF,1866.039
Kuwaiti Dinar (KWD),KWD,XAF,1866.039
Kuwaiti Dinar (KWD),KWD,CLP,2096.1349
Kuwaiti Dinar (KWD),KWD,CNY,21.9168
Kuwaiti Dinar (KWD),KWD,COP,10026.6082
Kuwaiti Dinar (KWD),KWD,XPF,339.4699
Kuwaiti Dinar (KWD),KWD,CRC,1885.0941
Kuwaiti Dinar (KWD),KWD,HRK,21.4281
Kuwaiti Dinar (KWD),KWD,CZK,73.0289
Kuwaiti Dinar (KWD),KWD,DKK,21.1859
Kuwaiti Dinar (KWD),KWD,DOP,155.9373
Kuwaiti Dinar (KWD),KWD,XCD,8.9109
Kuwaiti Dinar (KWD),KWD,EGP,58.308
Kuwaiti Dinar (KWD),KWD,EEK,3.3036
Kuwaiti Dinar (KWD),KWD,FJD,6.9161
Kuwaiti Dinar (KWD),KWD,HKD,25.7707
Kuwaiti Dinar (KWD),KWD,HUF,887.2866
Kuwaiti Dinar (KWD),KWD,ISK,351.3369
Kuwaiti Dinar (KWD),KWD,XDR,2.3541
Kuwaiti Dinar (KWD),KWD,INR,213.2803
Kuwaiti Dinar (KWD),KWD,IDR,44593.1348
Kuwaiti Dinar (KWD),KWD,IRR,115507.7105
Kuwaiti Dinar (KWD),KWD,IQD,3853.6259
Kuwaiti Dinar (KWD),KWD,ILS,11.6074
Kuwaiti Dinar (KWD),KWD,JMD,417.5593
Kuwaiti Dinar (KWD),KWD,JOD,2.3425
Kuwaiti Dinar (KWD),KWD,KES,342.6511
Kuwaiti Dinar (KWD),KWD,KWD,1
Kuwaiti Dinar (KWD),KWD,LBP,4982.7139
Kuwaiti Dinar (KWD),KWD,MYR,13.9928
Kuwaiti Dinar (KWD),KWD,MUR,114.5487
Kuwaiti Dinar (KWD),KWD,MXN,63.6113
Kuwaiti Dinar (KWD),KWD,MAD,31.4567
Kuwaiti Dinar (KWD),KWD,NZD,4.783
Kuwaiti Dinar (KWD),KWD,NOK,27.0062
Kuwaiti Dinar (KWD),KWD,OMR,1.2712
Kuwaiti Dinar (KWD),KWD,PEN,10.7694
Kuwaiti Dinar (KWD),KWD,PHP,169.4568
Kuwaiti Dinar (KWD),KWD,PLN,12.0819
Kuwaiti Dinar (KWD),KWD,QAR,12.0278
Kuwaiti Dinar (KWD),KWD,RON,13.0378
Kuwaiti Dinar (KWD),KWD,RUB,195.2508
Kuwaiti Dinar (KWD),KWD,SAR,12.4257
Kuwaiti Dinar (KWD),KWD,SGD,4.5089
Kuwaiti Dinar (KWD),KWD,SKK,3.3036
Kuwaiti Dinar (KWD),KWD,ZAR,47.0398
Kuwaiti Dinar (KWD),KWD,KRW,3684.0782
Kuwaiti Dinar (KWD),KWD,LKR,507.434
Kuwaiti Dinar (KWD),KWD,SDG,22.0442
Kuwaiti Dinar (KWD),KWD,SEK,27.9003
Kuwaiti Dinar (KWD),KWD,CHF,3.3059
Kuwaiti Dinar (KWD),KWD,TWD,99.7562
Kuwaiti Dinar (KWD),KWD,THB,109.8119
Kuwaiti Dinar (KWD),KWD,TTD,22.1631
Kuwaiti Dinar (KWD),KWD,TND,8.258
Kuwaiti Dinar (KWD),KWD,TRY,12.8471
Kuwaiti Dinar (KWD),KWD,VEF,36.4179
Kuwaiti Dinar (KWD),KWD,VND,74953.7585
Kuwaiti Dinar (KWD),KWD,ZMK,3.3036
Lebanon Pounds (LBP),LBP,AUD,0.0009                        
Lebanon Pounds (LBP),LBP,CAD,0.0008                        
Lebanon Pounds (LBP),LBP,EUR,0.0006                        
Lebanon Pounds (LBP),LBP,JPY,0.0756                        
Lebanon Pounds (LBP),LBP,PKR,0.0698                        
Lebanon Pounds (LBP),LBP,AED,0.0024                        
Lebanon Pounds (LBP),LBP,GBP,0.0005                        
Lebanon Pounds (LBP),LBP,USD,0.0007                        
Lebanon Pounds (LBP),LBP,AFN,0.0453
Lebanon Pounds (LBP),LBP,ALL,0.0762
Lebanon Pounds (LBP),LBP,DZD,0.0769
Lebanon Pounds (LBP),LBP,ARS,0.0117
Lebanon Pounds (LBP),LBP,BSD,0.0007
Lebanon Pounds (LBP),LBP,BHD,0.0002
Lebanon Pounds (LBP),LBP,BDT,0.055
Lebanon Pounds (LBP),LBP,BBD,0.0013
Lebanon Pounds (LBP),LBP,BMD,0.0007
Lebanon Pounds (LBP),LBP,BRL,0.0022
Lebanon Pounds (LBP),LBP,BGN,0.0011
Lebanon Pounds (LBP),LBP,XOF,0.3745
Lebanon Pounds (LBP),LBP,XAF,0.3745
Lebanon Pounds (LBP),LBP,CLP,0.4207
Lebanon Pounds (LBP),LBP,CNY,0.0044
Lebanon Pounds (LBP),LBP,COP,2.0123
Lebanon Pounds (LBP),LBP,XPF,0.0681
Lebanon Pounds (LBP),LBP,CRC,0.3783
Lebanon Pounds (LBP),LBP,HRK,0.0043
Lebanon Pounds (LBP),LBP,CZK,0.0147
Lebanon Pounds (LBP),LBP,DKK,0.0043
Lebanon Pounds (LBP),LBP,DOP,0.0313
Lebanon Pounds (LBP),LBP,XCD,0.0018
Lebanon Pounds (LBP),LBP,EGP,0.0117
Lebanon Pounds (LBP),LBP,EEK,0.0007
