As on Sat| Nov 04 2017| 14:15 GMT
base_currency_complete_name,base_currency,other_currency,other_per_base
CFA BCEAO Francs (XOF),XOF,ALL,0.2034
CFA BCEAO Francs (XOF),XOF,DZD,0.2055
CFA BCEAO Francs (XOF),XOF,ARS,0.0312
CFA BCEAO Francs (XOF),XOF,BSD,0.0018
CFA BCEAO Francs (XOF),XOF,BHD,0.0007
CFA BCEAO Francs (XOF),XOF,BDT,0.1468
CFA BCEAO Francs (XOF),XOF,BBD,0.0035
CFA BCEAO Francs (XOF),XOF,BMD,0.0018
CFA BCEAO Francs (XOF),XOF,BRL,0.0059
CFA BCEAO Francs (XOF),XOF,BGN,0.003
CFA BCEAO Francs (XOF),XOF,XOF,1
CFA BCEAO Francs (XOF),XOF,XAF,1
CFA BCEAO Francs (XOF),XOF,CLP,1.1234
CFA BCEAO Francs (XOF),XOF,CNY,0.0117
CFA BCEAO Francs (XOF),XOF,COP,5.3735
CFA BCEAO Francs (XOF),XOF,XPF,0.1819
CFA BCEAO Francs (XOF),XOF,CRC,1.0104
CFA BCEAO Francs (XOF),XOF,HRK,0.0115
CFA BCEAO Francs (XOF),XOF,CZK,0.0391
CFA BCEAO Francs (XOF),XOF,DKK,0.0114
CFA BCEAO Francs (XOF),XOF,DOP,0.0836
CFA BCEAO Francs (XOF),XOF,XCD,0.0048
CFA BCEAO Francs (XOF),XOF,EGP,0.0312
CFA BCEAO Francs (XOF),XOF,EEK,0.0018
CFA BCEAO Francs (XOF),XOF,FJD,0.0037
CFA BCEAO Francs (XOF),XOF,HKD,0.0138
CFA BCEAO Francs (XOF),XOF,HUF,0.4761
CFA BCEAO Francs (XOF),XOF,ISK,0.1883
CFA BCEAO Francs (XOF),XOF,XDR,0.0013
CFA BCEAO Francs (XOF),XOF,INR,0.1143
CFA BCEAO Francs (XOF),XOF,IDR,23.8984
CFA BCEAO Francs (XOF),XOF,IRR,61.9031
CFA BCEAO Francs (XOF),XOF,IQD,2.0652
CFA BCEAO Francs (XOF),XOF,ILS,0.0062
CFA BCEAO Francs (XOF),XOF,JMD,0.2238
CFA BCEAO Francs (XOF),XOF,JOD,0.0013
CFA BCEAO Francs (XOF),XOF,KES,0.1838
CFA BCEAO Francs (XOF),XOF,KWD,0.0005
CFA BCEAO Francs (XOF),XOF,LBP,2.6703
CFA BCEAO Francs (XOF),XOF,MYR,0.0075
CFA BCEAO Francs (XOF),XOF,MUR,0.0614
CFA BCEAO Francs (XOF),XOF,MXN,0.0341
CFA BCEAO Francs (XOF),XOF,MAD,0.0169
CFA BCEAO Francs (XOF),XOF,NZD,0.0026
CFA BCEAO Francs (XOF),XOF,NOK,0.0145
CFA BCEAO Francs (XOF),XOF,OMR,0.0007
CFA BCEAO Francs (XOF),XOF,PEN,0.0058
CFA BCEAO Francs (XOF),XOF,PHP,0.0908
CFA BCEAO Francs (XOF),XOF,PLN,0.0065
CFA BCEAO Francs (XOF),XOF,QAR,0.0064
CFA BCEAO Francs (XOF),XOF,RON,0.007
CFA BCEAO Francs (XOF),XOF,RUB,0.1047
CFA BCEAO Francs (XOF),XOF,SAR,0.0067
CFA BCEAO Francs (XOF),XOF,SGD,0.0024
CFA BCEAO Francs (XOF),XOF,SKK,0.0018
CFA BCEAO Francs (XOF),XOF,ZAR,0.0252
CFA BCEAO Francs (XOF),XOF,KRW,1.9744
CFA BCEAO Francs (XOF),XOF,LKR,0.2719
CFA BCEAO Francs (XOF),XOF,SDG,0.0118
CFA BCEAO Francs (XOF),XOF,SEK,0.015
CFA BCEAO Francs (XOF),XOF,CHF,0.0018
CFA BCEAO Francs (XOF),XOF,TWD,0.0535
CFA BCEAO Francs (XOF),XOF,THB,0.0589
CFA BCEAO Francs (XOF),XOF,TTD,0.0119
CFA BCEAO Francs (XOF),XOF,TND,0.0044
CFA BCEAO Francs (XOF),XOF,TRY,0.0069
CFA BCEAO Francs (XOF),XOF,VEF,0.0195
CFA BCEAO Francs (XOF),XOF,VND,40.1694
CFA BCEAO Francs (XOF),XOF,ZMK,0.0018
CFA BEAC Francs (XAF),XAF,AUD,0.0023                        
CFA BEAC Francs (XAF),XAF,CAD,0.0023                        
CFA BEAC Francs (XAF),XAF,EUR,0.0015                        
CFA BEAC Francs (XAF),XAF,JPY,0.2019                        
CFA BEAC Francs (XAF),XAF,PKR,0.1866                        
CFA BEAC Francs (XAF),XAF,AED,0.0065                        
CFA BEAC Francs (XAF),XAF,GBP,0.0014                        
CFA BEAC Francs (XAF),XAF,USD,0.0018                        
CFA BEAC Francs (XAF),XAF,AFN,0.121
CFA BEAC Francs (XAF),XAF,ALL,0.2034
CFA BEAC Francs (XAF),XAF,DZD,0.2055
CFA BEAC Francs (XAF),XAF,ARS,0.0312
CFA BEAC Francs (XAF),XAF,BSD,0.0018
CFA BEAC Francs (XAF),XAF,BHD,0.0007
CFA BEAC Francs (XAF),XAF,BDT,0.1468
CFA BEAC Francs (XAF),XAF,BBD,0.0035
CFA BEAC Francs (XAF),XAF,BMD,0.0018
CFA BEAC Francs (XAF),XAF,BRL,0.0059
CFA BEAC Francs (XAF),XAF,BGN,0.003
CFA BEAC Francs (XAF),XAF,XOF,1
CFA BEAC Francs (XAF),XAF,XAF,1
CFA BEAC Francs (XAF),XAF,CLP,1.1234
CFA BEAC Francs (XAF),XAF,CNY,0.0117
CFA BEAC Francs (XAF),XAF,COP,5.3735
CFA BEAC Francs (XAF),XAF,XPF,0.1819
CFA BEAC Francs (XAF),XAF,CRC,1.0104
CFA BEAC Francs (XAF),XAF,HRK,0.0115
CFA BEAC Francs (XAF),XAF,CZK,0.0391
CFA BEAC Francs (XAF),XAF,DKK,0.0114
CFA BEAC Francs (XAF),XAF,DOP,0.0836
CFA BEAC Francs (XAF),XAF,XCD,0.0048
CFA BEAC Francs (XAF),XAF,EGP,0.0312
CFA BEAC Francs (XAF),XAF,EEK,0.0018
CFA BEAC Francs (XAF),XAF,FJD,0.0037
CFA BEAC Francs (XAF),XAF,HKD,0.0138
CFA BEAC Francs (XAF),XAF,HUF,0.4761
CFA BEAC Francs (XAF),XAF,ISK,0.1883
CFA BEAC Francs (XAF),XAF,XDR,0.0013
CFA BEAC Francs (XAF),XAF,INR,0.1143
CFA BEAC Francs (XAF),XAF,IDR,23.8984
CFA BEAC Francs (XAF),XAF,IRR,61.9031
CFA BEAC Francs (XAF),XAF,IQD,2.0652
CFA BEAC Francs (XAF),XAF,ILS,0.0062
CFA BEAC Francs (XAF),XAF,JMD,0.2238
CFA BEAC Francs (XAF),XAF,JOD,0.0013
CFA BEAC Francs (XAF),XAF,KES,0.1838
CFA BEAC Francs (XAF),XAF,KWD,0.0005
CFA BEAC Francs (XAF),XAF,LBP,2.6703
CFA BEAC Francs (XAF),XAF,MYR,0.0075
CFA BEAC Francs (XAF),XAF,MUR,0.0614
CFA BEAC Francs (XAF),XAF,MXN,0.0341
CFA BEAC Francs (XAF),XAF,MAD,0.0169
CFA BEAC Francs (XAF),XAF,NZD,0.0026
CFA BEAC Francs (XAF),XAF,NOK,0.0145
CFA BEAC Francs (XAF),XAF,OMR,0.0007
CFA BEAC Francs (XAF),XAF,PEN,0.0058
CFA BEAC Francs (XAF),XAF,PHP,0.0908
CFA BEAC Francs (XAF),XAF,PLN,0.0065
CFA BEAC Francs (XAF),XAF,QAR,0.0064
CFA BEAC Francs (XAF),XAF,RON,0.007
CFA BEAC Francs (XAF),XAF,RUB,0.1047
CFA BEAC Francs (XAF),XAF,SAR,0.0067
CFA BEAC Francs (XAF),XAF,SGD,0.0024
CFA BEAC Francs (XAF),XAF,SKK,0.0018
CFA BEAC Francs (XAF),XAF,ZAR,0.0252
CFA BEAC Francs (XAF),XAF,KRW,1.9744
CFA BEAC Francs (XAF),XAF,LKR,0.2719
CFA BEAC Francs (XAF),XAF,SDG,0.0118
CFA BEAC Francs (XAF),XAF,SEK,0.015
CFA BEAC Francs (XAF),XAF,CHF,0.0018
CFA BEAC Francs (XAF),XAF,TWD,0.0535
CFA BEAC Francs (XAF),XAF,THB,0.0589
CFA BEAC Francs (XAF),XAF,TTD,0.0119
CFA BEAC Francs (XAF),XAF,TND,0.0044
CFA BEAC Francs (XAF),XAF,TRY,0.0069
CFA BEAC Francs (XAF),XAF,VEF,0.0195
CFA BEAC Francs (XAF),XAF,VND,40.1694
CFA BEAC Francs (XAF),XAF,ZMK,0.0018
Chile Pesos (CLP),CLP,AUD,0.0021                        
Chile Pesos (CLP),CLP,CAD,0.002                        
Chile Pesos (CLP),CLP,EUR,0.0014                        
Chile Pesos (CLP),CLP,JPY,0.1797                        
Chile Pesos (CLP),CLP,PKR,0.1661                        
Chile Pesos (CLP),CLP,AED,0.0058                        
Chile Pesos (CLP),CLP,GBP,0.0012                        
Chile Pesos (CLP),CLP,USD,0.0016                        
Chile Pesos (CLP),CLP,AFN,0.1077
Chile Pesos (CLP),CLP,ALL,0.1811
Chile Pesos (CLP),CLP,DZD,0.1829
Chile Pesos (CLP),CLP,ARS,0.0278
Chile Pesos (CLP),CLP,BSD,0.0016
Chile Pesos (CLP),CLP,BHD,0.0006
Chile Pesos (CLP),CLP,BDT,0.1307
Chile Pesos (CLP),CLP,BBD,0.0032
Chile Pesos (CLP),CLP,BMD,0.0016
Chile Pesos (CLP),CLP,BRL,0.0052
Chile Pesos (CLP),CLP,BGN,0.0026
Chile Pesos (CLP),CLP,XOF,0.8902
Chile Pesos (CLP),CLP,XAF,0.8902
Chile Pesos (CLP),CLP,CLP,1
Chile Pesos (CLP),CLP,CNY,0.0105
Chile Pesos (CLP),CLP,COP,4.7834
Chile Pesos (CLP),CLP,XPF,0.1619
Chile Pesos (CLP),CLP,CRC,0.8995
Chile Pesos (CLP),CLP,HRK,0.0102
Chile Pesos (CLP),CLP,CZK,0.0348
Chile Pesos (CLP),CLP,DKK,0.0101
Chile Pesos (CLP),CLP,DOP,0.0744
Chile Pesos (CLP),CLP,XCD,0.0043
Chile Pesos (CLP),CLP,EGP,0.0278
Chile Pesos (CLP),CLP,EEK,0.0016
Chile Pesos (CLP),CLP,FJD,0.0033
Chile Pesos (CLP),CLP,HKD,0.0123
Chile Pesos (CLP),CLP,HUF,0.4238
Chile Pesos (CLP),CLP,ISK,0.1676
Chile Pesos (CLP),CLP,XDR,0.0011
Chile Pesos (CLP),CLP,INR,0.1017
Chile Pesos (CLP),CLP,IDR,21.274
Chile Pesos (CLP),CLP,IRR,55.1051
Chile Pesos (CLP),CLP,IQD,1.8384
Chile Pesos (CLP),CLP,ILS,0.0055
Chile Pesos (CLP),CLP,JMD,0.1992
Chile Pesos (CLP),CLP,JOD,0.0011
Chile Pesos (CLP),CLP,KES,0.1636
Chile Pesos (CLP),CLP,KWD,0.0005
Chile Pesos (CLP),CLP,LBP,2.3771
Chile Pesos (CLP),CLP,MYR,0.0067
Chile Pesos (CLP),CLP,MUR,0.0546
Chile Pesos (CLP),CLP,MXN,0.0304
Chile Pesos (CLP),CLP,MAD,0.015
Chile Pesos (CLP),CLP,NZD,0.0023
Chile Pesos (CLP),CLP,NOK,0.0129
Chile Pesos (CLP),CLP,OMR,0.0006
Chile Pesos (CLP),CLP,PEN,0.0052
Chile Pesos (CLP),CLP,PHP,0.0808
Chile Pesos (CLP),CLP,PLN,0.0058
Chile Pesos (CLP),CLP,QAR,0.0057
Chile Pesos (CLP),CLP,RON,0.0062
Chile Pesos (CLP),CLP,RUB,0.0932
Chile Pesos (CLP),CLP,SAR,0.0059
Chile Pesos (CLP),CLP,SGD,0.0022
Chile Pesos (CLP),CLP,SKK,0.0016
Chile Pesos (CLP),CLP,ZAR,0.0225
Chile Pesos (CLP),CLP,KRW,1.7576
Chile Pesos (CLP),CLP,LKR,0.2421
Chile Pesos (CLP),CLP,SDG,0.0105
Chile Pesos (CLP),CLP,SEK,0.0133
Chile Pesos (CLP),CLP,CHF,0.0016
Chile Pesos (CLP),CLP,TWD,0.0476
Chile Pesos (CLP),CLP,THB,0.0524
Chile Pesos (CLP),CLP,TTD,0.0106
Chile Pesos (CLP),CLP,TND,0.0039
Chile Pesos (CLP),CLP,TRY,0.0061
Chile Pesos (CLP),CLP,VEF,0.0174
Chile Pesos (CLP),CLP,VND,35.7581
Chile Pesos (CLP),CLP,ZMK,0.0016
China Yuan (CNY),CNY,AUD,0.1969                        
China Yuan (CNY),CNY,CAD,0.1923                        
China Yuan (CNY),CNY,EUR,0.1298                        
China Yuan (CNY),CNY,JPY,17.1905                        
China Yuan (CNY),CNY,PKR,15.8846                        
China Yuan (CNY),CNY,AED,0.5534                        
China Yuan (CNY),CNY,GBP,0.1153                        
China Yuan (CNY),CNY,USD,0.1507                        
China Yuan (CNY),CNY,AFN,10.3052
China Yuan (CNY),CNY,ALL,17.3211
China Yuan (CNY),CNY,DZD,17.4936
China Yuan (CNY),CNY,ARS,2.6568
China Yuan (CNY),CNY,BSD,0.1507
China Yuan (CNY),CNY,BHD,0.0568
China Yuan (CNY),CNY,BDT,12.5015
China Yuan (CNY),CNY,BBD,0.3015
China Yuan (CNY),CNY,BMD,0.1507
China Yuan (CNY),CNY,BRL,0.4995
China Yuan (CNY),CNY,BGN,0.2529
China Yuan (CNY),CNY,XOF,85.139
China Yuan (CNY),CNY,XAF,85.139
China Yuan (CNY),CNY,CLP,95.6422
China Yuan (CNY),CNY,CNY,1
China Yuan (CNY),CNY,COP,457.493
China Yuan (CNY),CNY,XPF,15.4885
China Yuan (CNY),CNY,CRC,86.028
China Yuan (CNY),CNY,HRK,0.9777
China Yuan (CNY),CNY,CZK,3.3314
China Yuan (CNY),CNY,DKK,0.9667
China Yuan (CNY),CNY,DOP,7.1151
China Yuan (CNY),CNY,XCD,0.4066
China Yuan (CNY),CNY,EGP,2.6605
China Yuan (CNY),CNY,EEK,0.1507
China Yuan (CNY),CNY,FJD,0.3156
China Yuan (CNY),CNY,HKD,1.1758
China Yuan (CNY),CNY,HUF,40.5326
China Yuan (CNY),CNY,ISK,16.0307
China Yuan (CNY),CNY,XDR,0.1074
China Yuan (CNY),CNY,INR,9.7311
China Yuan (CNY),CNY,IDR,2034.689
China Yuan (CNY),CNY,IRR,5270.3732
China Yuan (CNY),CNY,IQD,175.8303
China Yuan (CNY),CNY,ILS,0.5297
China Yuan (CNY),CNY,JMD,19.051
China Yuan (CNY),CNY,JOD,0.1069
China Yuan (CNY),CNY,KES,15.646
China Yuan (CNY),CNY,KWD,0.0456
China Yuan (CNY),CNY,LBP,227.3507
China Yuan (CNY),CNY,MYR,0.6385
China Yuan (CNY),CNY,MUR,5.2268
China Yuan (CNY),CNY,MXN,2.9052
China Yuan (CNY),CNY,MAD,1.4353
China Yuan (CNY),CNY,NZD,0.2182
China Yuan (CNY),CNY,NOK,1.2322
China Yuan (CNY),CNY,OMR,0.058
China Yuan (CNY),CNY,PEN,0.4926
China Yuan (CNY),CNY,PHP,7.7319
China Yuan (CNY),CNY,PLN,0.5513
China Yuan (CNY),CNY,QAR,0.5488
China Yuan (CNY),CNY,RON,0.595
China Yuan (CNY),CNY,RUB,8.9124
China Yuan (CNY),CNY,SAR,0.5671
China Yuan (CNY),CNY,SGD,0.2057
China Yuan (CNY),CNY,SKK,0.1507
China Yuan (CNY),CNY,ZAR,2.1475
China Yuan (CNY),CNY,KRW,168.0969
China Yuan (CNY),CNY,LKR,23.1531
China Yuan (CNY),CNY,SDG,1.0058
China Yuan (CNY),CNY,SEK,1.2736
China Yuan (CNY),CNY,CHF,0.1508
China Yuan (CNY),CNY,TWD,4.5517
China Yuan (CNY),CNY,THB,5.0109
China Yuan (CNY),CNY,TTD,1.0113
China Yuan (CNY),CNY,TND,0.3768
China Yuan (CNY),CNY,TRY,0.5864
China Yuan (CNY),CNY,VEF,1.6617
China Yuan (CNY),CNY,VND,3419.9819
China Yuan (CNY),CNY,ZMK,0.1507
Colombia Pesos (COP),COP,AUD,0.0004                        
Colombia Pesos (COP),COP,CAD,0.0004                        
Colombia Pesos (COP),COP,EUR,0.0003                        
Colombia Pesos (COP),COP,JPY,0.0376                        
Colombia Pesos (COP),COP,PKR,0.0347                        
Colombia Pesos (COP),COP,AED,0.0012                        
Colombia Pesos (COP),COP,GBP,0.0003                        
Colombia Pesos (COP),COP,USD,0.0003                        
Colombia Pesos (COP),COP,AFN,0.0225
Colombia Pesos (COP),COP,ALL,0.0379
Colombia Pesos (COP),COP,DZD,0.0382
Colombia Pesos (COP),COP,ARS,0.0058
Colombia Pesos (COP),COP,BSD,0.0003
Colombia Pesos (COP),COP,BHD,0.0001
Colombia Pesos (COP),COP,BDT,0.0273
Colombia Pesos (COP),COP,BBD,0.0007
Colombia Pesos (COP),COP,BMD,0.0003
Colombia Pesos (COP),COP,BRL,0.0011
Colombia Pesos (COP),COP,BGN,0.0006
Colombia Pesos (COP),COP,XOF,0.1861
Colombia Pesos (COP),COP,XAF,0.1861
Colombia Pesos (COP),COP,CLP,0.2091
Colombia Pesos (COP),COP,CNY,0.0022
Colombia Pesos (COP),COP,COP,1
Colombia Pesos (COP),COP,XPF,0.0339
Colombia Pesos (COP),COP,CRC,0.188
Colombia Pesos (COP),COP,HRK,0.0021
Colombia Pesos (COP),COP,CZK,0.0073
Colombia Pesos (COP),COP,DKK,0.0021
Colombia Pesos (COP),COP,DOP,0.0156
Colombia Pesos (COP),COP,XCD,0.0009
Colombia Pesos (COP),COP,EGP,0.0058
Colombia Pesos (COP),COP,EEK,0.0003
Colombia Pesos (COP),COP,FJD,0.0007
Colombia Pesos (COP),COP,HKD,0.0026
Colombia Pesos (COP),COP,HUF,0.0886
Colombia Pesos (COP),COP,ISK,0.035
Colombia Pesos (COP),COP,XDR,0.0002
Colombia Pesos (COP),COP,INR,0.0213
Colombia Pesos (COP),COP,IDR,4.4475
Colombia Pesos (COP),COP,IRR,11.5201
Colombia Pesos (COP),COP,IQD,0.3843
Colombia Pesos (COP),COP,ILS,0.0012
Colombia Pesos (COP),COP,JMD,0.0416
Colombia Pesos (COP),COP,JOD,0.0002
Colombia Pesos (COP),COP,KES,0.0342
Colombia Pesos (COP),COP,KWD,0.0001
Colombia Pesos (COP),COP,LBP,0.4969
Colombia Pesos (COP),COP,MYR,0.0014
Colombia Pesos (COP),COP,MUR,0.0114
Colombia Pesos (COP),COP,MXN,0.0064
Colombia Pesos (COP),COP,MAD,0.0031
Colombia Pesos (COP),COP,NZD,0.0005
Colombia Pesos (COP),COP,NOK,0.0027
Colombia Pesos (COP),COP,OMR,0.0001
Colombia Pesos (COP),COP,PEN,0.0011
Colombia Pesos (COP),COP,PHP,0.0169
Colombia Pesos (COP),COP,PLN,0.0012
Colombia Pesos (COP),COP,QAR,0.0012
Colombia Pesos (COP),COP,RON,0.0013
Colombia Pesos (COP),COP,RUB,0.0195
Colombia Pesos (COP),COP,SAR,0.0012
Colombia Pesos (COP),COP,SGD,0.0004
Colombia Pesos (COP),COP,SKK,0.0003
Colombia Pesos (COP),COP,ZAR,0.0047
Colombia Pesos (COP),COP,KRW,0.3674
Colombia Pesos (COP),COP,LKR,0.0506
Colombia Pesos (COP),COP,SDG,0.0022
Colombia Pesos (COP),COP,SEK,0.0028
Colombia Pesos (COP),COP,CHF,0.0003
Colombia Pesos (COP),COP,TWD,0.0099
Colombia Pesos (COP),COP,THB,0.011
Colombia Pesos (COP),COP,TTD,0.0022
Colombia Pesos (COP),COP,TND,0.0008
Colombia Pesos (COP),COP,TRY,0.0013
Colombia Pesos (COP),COP,VEF,0.0036
Colombia Pesos (COP),COP,VND,7.4755
Colombia Pesos (COP),COP,ZMK,0.0003
Comptoirs Francais du Pacifique Francs (XPF),XPF,AUD,0.0127                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,CAD,0.0124                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,EUR,0.0084                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,JPY,1.1099                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,PKR,1.0256                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,AED,0.0357                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,GBP,0.0074                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,USD,0.0097                        
Comptoirs Francais du Pacifique Francs (XPF),XPF,AFN,0.6653
Comptoirs Francais du Pacifique Francs (XPF),XPF,ALL,1.1183
Comptoirs Francais du Pacifique Francs (XPF),XPF,DZD,1.1295
Comptoirs Francais du Pacifique Francs (XPF),XPF,ARS,0.1715
Comptoirs Francais du Pacifique Francs (XPF),XPF,BSD,0.0097
Comptoirs Francais du Pacifique Francs (XPF),XPF,BHD,0.0037
Comptoirs Francais du Pacifique Francs (XPF),XPF,BDT,0.8072
Comptoirs Francais du Pacifique Francs (XPF),XPF,BBD,0.0195
Comptoirs Francais du Pacifique Francs (XPF),XPF,BMD,0.0097
Comptoirs Francais du Pacifique Francs (XPF),XPF,BRL,0.0322
Comptoirs Francais du Pacifique Francs (XPF),XPF,BGN,0.0163
Comptoirs Francais du Pacifique Francs (XPF),XPF,XOF,5.4969
Comptoirs Francais du Pacifique Francs (XPF),XPF,XAF,5.4969
Comptoirs Francais du Pacifique Francs (XPF),XPF,CLP,6.175
Comptoirs Francais du Pacifique Francs (XPF),XPF,CNY,0.0646
Comptoirs Francais du Pacifique Francs (XPF),XPF,COP,29.5376
Comptoirs Francais du Pacifique Francs (XPF),XPF,XPF,1
Comptoirs Francais du Pacifique Francs (XPF),XPF,CRC,5.5543
Comptoirs Francais du Pacifique Francs (XPF),XPF,HRK,0.0631
Comptoirs Francais du Pacifique Francs (XPF),XPF,CZK,0.2151
Comptoirs Francais du Pacifique Francs (XPF),XPF,DKK,0.0624
Comptoirs Francais du Pacifique Francs (XPF),XPF,DOP,0.4594
Comptoirs Francais du Pacifique Francs (XPF),XPF,XCD,0.0263
Comptoirs Francais du Pacifique Francs (XPF),XPF,EGP,0.1718
Comptoirs Francais du Pacifique Francs (XPF),XPF,EEK,0.0097
Comptoirs Francais du Pacifique Francs (XPF),XPF,FJD,0.0204
Comptoirs Francais du Pacifique Francs (XPF),XPF,HKD,0.0759
Comptoirs Francais du Pacifique Francs (XPF),XPF,HUF,2.617
Comptoirs Francais du Pacifique Francs (XPF),XPF,ISK,1.035
Comptoirs Francais du Pacifique Francs (XPF),XPF,XDR,0.0069
Comptoirs Francais du Pacifique Francs (XPF),XPF,INR,0.6283
Comptoirs Francais du Pacifique Francs (XPF),XPF,IDR,131.3677
Comptoirs Francais du Pacifique Francs (XPF),XPF,IRR,340.2765
Comptoirs Francais du Pacifique Francs (XPF),XPF,IQD,11.3523
Comptoirs Francais du Pacifique Francs (XPF),XPF,ILS,0.0342
Comptoirs Francais du Pacifique Francs (XPF),XPF,JMD,1.23
Comptoirs Francais du Pacifique Francs (XPF),XPF,JOD,0.0069
Comptoirs Francais du Pacifique Francs (XPF),XPF,KES,1.0102
Comptoirs Francais du Pacifique Francs (XPF),XPF,KWD,0.0029
Comptoirs Francais du Pacifique Francs (XPF),XPF,LBP,14.6787
Comptoirs Francais du Pacifique Francs (XPF),XPF,MYR,0.0412
Comptoirs Francais du Pacifique Francs (XPF),XPF,MUR,0.3375
Comptoirs Francais du Pacifique Francs (XPF),XPF,MXN,0.1876
Comptoirs Francais du Pacifique Francs (XPF),XPF,MAD,0.0927
Comptoirs Francais du Pacifique Francs (XPF),XPF,NZD,0.0141
Comptoirs Francais du Pacifique Francs (XPF),XPF,NOK,0.0796
Comptoirs Francais du Pacifique Francs (XPF),XPF,OMR,0.0037
Comptoirs Francais du Pacifique Francs (XPF),XPF,PEN,0.0318
Comptoirs Francais du Pacifique Francs (XPF),XPF,PHP,0.4992
Comptoirs Francais du Pacifique Francs (XPF),XPF,PLN,0.0356
Comptoirs Francais du Pacifique Francs (XPF),XPF,QAR,0.0354
Comptoirs Francais du Pacifique Francs (XPF),XPF,RON,0.0384
Comptoirs Francais du Pacifique Francs (XPF),XPF,RUB,0.5754
Comptoirs Francais du Pacifique Francs (XPF),XPF,SAR,0.0366
Comptoirs Francais du Pacifique Francs (XPF),XPF,SGD,0.0133
Comptoirs Francais du Pacifique Francs (XPF),XPF,SKK,0.0097
Comptoirs Francais du Pacifique Francs (XPF),XPF,ZAR,0.1386
Comptoirs Francais du Pacifique Francs (XPF),XPF,KRW,10.853
Comptoirs Francais du Pacifique Francs (XPF),XPF,LKR,1.4949
Comptoirs Francais du Pacifique Francs (XPF),XPF,SDG,0.0649
Comptoirs Francais du Pacifique Francs (XPF),XPF,SEK,0.0822
Comptoirs Francais du Pacifique Francs (XPF),XPF,CHF,0.0097
Comptoirs Francais du Pacifique Francs (XPF),XPF,TWD,0.2939
Comptoirs Francais du Pacifique Francs (XPF),XPF,THB,0.3235
Comptoirs Francais du Pacifique Francs (XPF),XPF,TTD,0.0653
Comptoirs Francais du Pacifique Francs (XPF),XPF,TND,0.0243
Comptoirs Francais du Pacifique Francs (XPF),XPF,TRY,0.0379
Comptoirs Francais du Pacifique Francs (XPF),XPF,VEF,0.1073
Comptoirs Francais du Pacifique Francs (XPF),XPF,VND,220.8078
Comptoirs Francais du Pacifique Francs (XPF),XPF,ZMK,0.0097
Costa Rica Colones (CRC),CRC,AUD,0.0023                        
Costa Rica Colones (CRC),CRC,CAD,0.0022                        
Costa Rica Colones (CRC),CRC,EUR,0.0015                        
Costa Rica Colones (CRC),CRC,JPY,0.1998                        
Costa Rica Colones (CRC),CRC,PKR,0.1846                        
Costa Rica Colones (CRC),CRC,AED,0.0064                        
Costa Rica Colones (CRC),CRC,GBP,0.0013                        
Costa Rica Colones (CRC),CRC,USD,0.0018                        
Costa Rica Colones (CRC),CRC,AFN,0.1198
Costa Rica Colones (CRC),CRC,ALL,0.2013
Costa Rica Colones (CRC),CRC,DZD,0.2033
Costa Rica Colones (CRC),CRC,ARS,0.0309
Costa Rica Colones (CRC),CRC,BSD,0.0018
Costa Rica Colones (CRC),CRC,BHD,0.0007
Costa Rica Colones (CRC),CRC,BDT,0.1453
Costa Rica Colones (CRC),CRC,BBD,0.0035
Costa Rica Colones (CRC),CRC,BMD,0.0018
Costa Rica Colones (CRC),CRC,BRL,0.0058
Costa Rica Colones (CRC),CRC,BGN,0.0029
Costa Rica Colones (CRC),CRC,XOF,0.9897
Costa Rica Colones (CRC),CRC,XAF,0.9897
Costa Rica Colones (CRC),CRC,CLP,1.1118
Costa Rica Colones (CRC),CRC,CNY,0.0116
Costa Rica Colones (CRC),CRC,COP,5.318
Costa Rica Colones (CRC),CRC,XPF,0.18
Costa Rica Colones (CRC),CRC,CRC,1
Costa Rica Colones (CRC),CRC,HRK,0.0114
Costa Rica Colones (CRC),CRC,CZK,0.0387
Costa Rica Colones (CRC),CRC,DKK,0.0112
Costa Rica Colones (CRC),CRC,DOP,0.0827
Costa Rica Colones (CRC),CRC,XCD,0.0047
Costa Rica Colones (CRC),CRC,EGP,0.0309
Costa Rica Colones (CRC),CRC,EEK,0.0018
Costa Rica Colones (CRC),CRC,FJD,0.0037
Costa Rica Colones (CRC),CRC,HKD,0.0137
Costa Rica Colones (CRC),CRC,HUF,0.4712
Costa Rica Colones (CRC),CRC,ISK,0.1863
Costa Rica Colones (CRC),CRC,XDR,0.0012
Costa Rica Colones (CRC),CRC,INR,0.1131
Costa Rica Colones (CRC),CRC,IDR,23.6515
Costa Rica Colones (CRC),CRC,IRR,61.2635
Costa Rica Colones (CRC),CRC,IQD,2.0439
Costa Rica Colones (CRC),CRC,ILS,0.0062
Costa Rica Colones (CRC),CRC,JMD,0.2215
Costa Rica Colones (CRC),CRC,JOD,0.0012
Costa Rica Colones (CRC),CRC,KES,0.1819
Costa Rica Colones (CRC),CRC,KWD,0.0005
Costa Rica Colones (CRC),CRC,LBP,2.6428
Costa Rica Colones (CRC),CRC,MYR,0.0074
